,client_id,cons_price_idx,euribor_three_months
530,530,93.994,4.857
531,531,93.994,4.857
532,532,93.994,4.857
533,533,93.994,4.857
534,534,93.994,4.857
535,535,93.994,4.857
536,536,93.994,4.857
537,537,93.994,4.857
538,538,93.994,4.857
539,539,93.994,4.857
540,540,93.994,4.857
541,541,93.994,4.857
542,542,93.994,4.857
543,543,93.994,4.857
544,544,93.994,4.857
545,545,93.994,4.857
546,546,93.994,4.857
547,547,93.994,4.857
548,548,93.994,4.857
549,549,93.994,4.857
550,550,93.994,4.857
551,551,93.994,4.857
552,552,93.994,4.857
553,553,93.994,4.857
554,554,93.994,4.857
555,555,93.994,4.857
556,556,93.994,4.857
557,557,93.994,4.857
558,558,93.994,4.857
559,559,93.994,4.857
560,560,93.994,4.857
561,561,93.994,4.857
562,562,93.994,4.857
563,563,93.994,4.857
564,564,93.994,4.857
565,565,93.994,4.857
566,566,93.994,4.857
567,567,93.994,4.857
568,568,93.994,4.857
569,569,93.994,4.857
570,570,93.994,4.857
571,571,93.994,4.857
572,572,93.994,4.857
573,573,93.994,4.857
574,574,93.994,4.857
575,575,93.994,4.857
576,576,93.994,4.857
577,577,93.994,4.857
578,578,93.994,4.857
579,579,93.994,4.857
580,580,93.994,4.857
581,581,93.994,4.857
582,582,93.994,4.857
583,583,93.994,4.857
584,584,93.994,4.857
585,585,93.994,4.857
586,586,93.994,4.857
587,587,93.994,4.857
588,588,93.994,4.857
589,589,93.994,4.857
590,590,93.994,4.857
591,591,93.994,4.857
592,592,93.994,4.857
593,593,93.994,4.857
594,594,93.994,4.857
595,595,93.994,4.857
596,596,93.994,4.857
597,597,93.994,4.857
598,598,93.994,4.857
599,599,93.994,4.857
600,600,93.994,4.857
601,601,93.994,4.857
602,602,93.994,4.857
603,603,93.994,4.857
604,604,93.994,4.857
605,605,93.994,4.857
606,606,93.994,4.857
607,607,93.994,4.857
608,608,93.994,4.857
609,609,93.994,4.857
610,610,93.994,4.857
611,611,93.994,4.857
612,612,93.994,4.857
613,613,93.994,4.857
614,614,93.994,4.857
615,615,93.994,4.857
616,616,93.994,4.857
617,617,93.994,4.857
618,618,93.994,4.857
619,619,93.994,4.857
620,620,93.994,4.857
621,621,93.994,4.857
622,622,93.994,4.857
623,623,93.994,4.857
624,624,93.994,4.857
625,625,93.994,4.857
626,626,93.994,4.857
627,627,93.994,4.857
628,628,93.994,4.857
629,629,93.994,4.857
630,630,93.994,4.857
631,631,93.994,4.857
632,632,93.994,4.857
633,633,93.994,4.857
634,634,93.994,4.857
635,635,93.994,4.857
636,636,93.994,4.857
637,637,93.994,4.857
638,638,93.994,4.857
639,639,93.994,4.857
640,640,93.994,4.857
641,641,93.994,4.857
642,642,93.994,4.857
643,643,93.994,4.857
644,644,93.994,4.857
645,645,93.994,4.857
646,646,93.994,4.857
647,647,93.994,4.857
648,648,93.994,4.857
649,649,93.994,4.857
650,650,93.994,4.857
651,651,93.994,4.857
652,652,93.994,4.857
653,653,93.994,4.857
654,654,93.994,4.857
655,655,93.994,4.857
656,656,93.994,4.857
657,657,93.994,4.857
658,658,93.994,4.857
659,659,93.994,4.857
660,660,93.994,4.857
661,661,93.994,4.857
662,662,93.994,4.857
663,663,93.994,4.857
664,664,93.994,4.857
665,665,93.994,4.857
666,666,93.994,4.857
667,667,93.994,4.857
668,668,93.994,4.857
669,669,93.994,4.857
670,670,93.994,4.857
671,671,93.994,4.857
672,672,93.994,4.857
673,673,93.994,4.857
674,674,93.994,4.857
675,675,93.994,4.857
676,676,93.994,4.857
677,677,93.994,4.857
678,678,93.994,4.857
679,679,93.994,4.857
680,680,93.994,4.857
681,681,93.994,4.857
682,682,93.994,4.857
683,683,93.994,4.857
684,684,93.994,4.857
685,685,93.994,4.857
686,686,93.994,4.857
687,687,93.994,4.857
688,688,93.994,4.857
689,689,93.994,4.857
690,690,93.994,4.857
691,691,93.994,4.857
692,692,93.994,4.857
693,693,93.994,4.857
694,694,93.994,4.857
695,695,93.994,4.857
696,696,93.994,4.857
697,697,93.994,4.857
698,698,93.994,4.857
699,699,93.994,4.857
700,700,93.994,4.857
701,701,93.994,4.857
702,702,93.994,4.857
703,703,93.994,4.857
704,704,93.994,4.857
705,705,93.994,4.857
706,706,93.994,4.857
707,707,93.994,4.857
708,708,93.994,4.857
709,709,93.994,4.857
710,710,93.994,4.857
711,711,93.994,4.857
712,712,93.994,4.857
713,713,93.994,4.857
714,714,93.994,4.857
715,715,93.994,4.857
716,716,93.994,4.857
717,717,93.994,4.857
718,718,93.994,4.857
719,719,93.994,4.857
720,720,93.994,4.857
721,721,93.994,4.857
722,722,93.994,4.857
723,723,93.994,4.857
724,724,93.994,4.857
725,725,93.994,4.857
726,726,93.994,4.857
727,727,93.994,4.857
728,728,93.994,4.857
729,729,93.994,4.857
730,730,93.994,4.857
731,731,93.994,4.857
732,732,93.994,4.857
733,733,93.994,4.857
734,734,93.994,4.857
735,735,93.994,4.857
736,736,93.994,4.857
737,737,93.994,4.857
738,738,93.994,4.857
739,739,93.994,4.857
740,740,93.994,4.857
741,741,93.994,4.857
742,742,93.994,4.857
743,743,93.994,4.857
744,744,93.994,4.857
745,745,93.994,4.857
746,746,93.994,4.857
747,747,93.994,4.857
748,748,93.994,4.857
749,749,93.994,4.857
750,750,93.994,4.857
751,751,93.994,4.857
752,752,93.994,4.857
753,753,93.994,4.857
754,754,93.994,4.857
755,755,93.994,4.857
756,756,93.994,4.856
757,757,93.994,4.856
758,758,93.994,4.856
759,759,93.994,4.856
760,760,93.994,4.856
761,761,93.994,4.856
762,762,93.994,4.856
763,763,93.994,4.856
764,764,93.994,4.856
765,765,93.994,4.856
766,766,93.994,4.856
767,767,93.994,4.856
768,768,93.994,4.856
769,769,93.994,4.856
770,770,93.994,4.856
771,771,93.994,4.856
772,772,93.994,4.856
773,773,93.994,4.856
774,774,93.994,4.856
775,775,93.994,4.856
776,776,93.994,4.856
777,777,93.994,4.856
778,778,93.994,4.856
779,779,93.994,4.856
780,780,93.994,4.856
781,781,93.994,4.856
782,782,93.994,4.856
783,783,93.994,4.856
784,784,93.994,4.856
785,785,93.994,4.856
786,786,93.994,4.856
787,787,93.994,4.856
788,788,93.994,4.856
789,789,93.994,4.856
790,790,93.994,4.856
791,791,93.994,4.856
792,792,93.994,4.856
793,793,93.994,4.856
794,794,93.994,4.856
795,795,93.994,4.856
796,796,93.994,4.856
797,797,93.994,4.856
798,798,93.994,4.856
799,799,93.994,4.856
800,800,93.994,4.856
801,801,93.994,4.856
802,802,93.994,4.856
803,803,93.994,4.856
804,804,93.994,4.856
805,805,93.994,4.856
806,806,93.994,4.856
807,807,93.994,4.856
808,808,93.994,4.856
809,809,93.994,4.856
810,810,93.994,4.856
811,811,93.994,4.856
812,812,93.994,4.856
813,813,93.994,4.856
814,814,93.994,4.856
815,815,93.994,4.856
816,816,93.994,4.856
817,817,93.994,4.856
818,818,93.994,4.856
819,819,93.994,4.856
820,820,93.994,4.856
821,821,93.994,4.856
822,822,93.994,4.856
823,823,93.994,4.856
824,824,93.994,4.856
825,825,93.994,4.856
826,826,93.994,4.856
827,827,93.994,4.856
828,828,93.994,4.856
829,829,93.994,4.856
830,830,93.994,4.856
831,831,93.994,4.856
832,832,93.994,4.856
833,833,93.994,4.856
834,834,93.994,4.856
835,835,93.994,4.856
836,836,93.994,4.856
837,837,93.994,4.856
838,838,93.994,4.856
839,839,93.994,4.856
840,840,93.994,4.856
841,841,93.994,4.856
842,842,93.994,4.856
843,843,93.994,4.856
844,844,93.994,4.856
845,845,93.994,4.856
846,846,93.994,4.856
847,847,93.994,4.856
848,848,93.994,4.856
849,849,93.994,4.856
850,850,93.994,4.856
851,851,93.994,4.856
852,852,93.994,4.856
853,853,93.994,4.856
854,854,93.994,4.856
855,855,93.994,4.856
856,856,93.994,4.856
857,857,93.994,4.856
858,858,93.994,4.856
859,859,93.994,4.856
860,860,93.994,4.856
861,861,93.994,4.856
862,862,93.994,4.856
863,863,93.994,4.856
864,864,93.994,4.856
865,865,93.994,4.856
866,866,93.994,4.856
867,867,93.994,4.856
868,868,93.994,4.856
869,869,93.994,4.856
870,870,93.994,4.856
871,871,93.994,4.856
872,872,93.994,4.856
873,873,93.994,4.856
874,874,93.994,4.856
875,875,93.994,4.856
876,876,93.994,4.856
877,877,93.994,4.856
878,878,93.994,4.856
879,879,93.994,4.856
880,880,93.994,4.856
881,881,93.994,4.856
882,882,93.994,4.856
883,883,93.994,4.856
884,884,93.994,4.856
885,885,93.994,4.856
886,886,93.994,4.856
887,887,93.994,4.856
888,888,93.994,4.856
889,889,93.994,4.856
890,890,93.994,4.856
891,891,93.994,4.856
892,892,93.994,4.856
893,893,93.994,4.856
894,894,93.994,4.856
895,895,93.994,4.856
896,896,93.994,4.856
897,897,93.994,4.856
898,898,93.994,4.856
899,899,93.994,4.856
900,900,93.994,4.856
901,901,93.994,4.856
902,902,93.994,4.856
903,903,93.994,4.856
904,904,93.994,4.856
905,905,93.994,4.856
906,906,93.994,4.856
907,907,93.994,4.856
908,908,93.994,4.856
909,909,93.994,4.856
910,910,93.994,4.856
911,911,93.994,4.856
912,912,93.994,4.856
913,913,93.994,4.856
914,914,93.994,4.856
915,915,93.994,4.856
916,916,93.994,4.856
917,917,93.994,4.856
918,918,93.994,4.856
919,919,93.994,4.856
920,920,93.994,4.856
921,921,93.994,4.856
922,922,93.994,4.856
923,923,93.994,4.856
924,924,93.994,4.856
925,925,93.994,4.856
926,926,93.994,4.856
927,927,93.994,4.856
928,928,93.994,4.856
929,929,93.994,4.856
930,930,93.994,4.856
931,931,93.994,4.856
932,932,93.994,4.856
933,933,93.994,4.856
934,934,93.994,4.856
935,935,93.994,4.856
936,936,93.994,4.856
937,937,93.994,4.856
938,938,93.994,4.856
939,939,93.994,4.856
940,940,93.994,4.856
941,941,93.994,4.856
942,942,93.994,4.856
943,943,93.994,4.856
944,944,93.994,4.856
945,945,93.994,4.856
946,946,93.994,4.856
947,947,93.994,4.856
948,948,93.994,4.856
949,949,93.994,4.856
950,950,93.994,4.856
951,951,93.994,4.856
952,952,93.994,4.856
953,953,93.994,4.856
954,954,93.994,4.856
955,955,93.994,4.856
956,956,93.994,4.856
957,957,93.994,4.856
958,958,93.994,4.856
959,959,93.994,4.856
960,960,93.994,4.856
961,961,93.994,4.856
962,962,93.994,4.856
963,963,93.994,4.856
964,964,93.994,4.856
965,965,93.994,4.856
966,966,93.994,4.856
967,967,93.994,4.856
968,968,93.994,4.856
969,969,93.994,4.856
970,970,93.994,4.856
971,971,93.994,4.856
972,972,93.994,4.856
973,973,93.994,4.856
974,974,93.994,4.856
975,975,93.994,4.856
976,976,93.994,4.856
977,977,93.994,4.856
978,978,93.994,4.856
979,979,93.994,4.856
980,980,93.994,4.856
981,981,93.994,4.856
982,982,93.994,4.856
983,983,93.994,4.856
984,984,93.994,4.856
985,985,93.994,4.856
986,986,93.994,4.856
987,987,93.994,4.856
988,988,93.994,4.856
989,989,93.994,4.856
990,990,93.994,4.856
991,991,93.994,4.856
992,992,93.994,4.856
993,993,93.994,4.856
994,994,93.994,4.856
995,995,93.994,4.856
996,996,93.994,4.856
997,997,93.994,4.856
998,998,93.994,4.856
999,999,93.994,4.856
1000,1000,93.994,4.856
1001,1001,93.994,4.856
1002,1002,93.994,4.856
1003,1003,93.994,4.856
1004,1004,93.994,4.856
1005,1005,93.994,4.856
1006,1006,93.994,4.856
1007,1007,93.994,4.856
1008,1008,93.994,4.856
1009,1009,93.994,4.856
1010,1010,93.994,4.856
1011,1011,93.994,4.856
1012,1012,93.994,4.856
1013,1013,93.994,4.856
1014,1014,93.994,4.856
1015,1015,93.994,4.856
1016,1016,93.994,4.856
1017,1017,93.994,4.856
1018,1018,93.994,4.856
1019,1019,93.994,4.856
1020,1020,93.994,4.856
1021,1021,93.994,4.856
1022,1022,93.994,4.856
1023,1023,93.994,4.856
1024,1024,93.994,4.856
1025,1025,93.994,4.856
1026,1026,93.994,4.856
1027,1027,93.994,4.856
1028,1028,93.994,4.856
1029,1029,93.994,4.856
1030,1030,93.994,4.856
1031,1031,93.994,4.856
1032,1032,93.994,4.856
1033,1033,93.994,4.856
1034,1034,93.994,4.856
1035,1035,93.994,4.856
1036,1036,93.994,4.856
1037,1037,93.994,4.856
1038,1038,93.994,4.856
1039,1039,93.994,4.856
1040,1040,93.994,4.856
1041,1041,93.994,4.856
1042,1042,93.994,4.856
1043,1043,93.994,4.856
1044,1044,93.994,4.856
1045,1045,93.994,4.856
1046,1046,93.994,4.856
1047,1047,93.994,4.856
1048,1048,93.994,4.856
1049,1049,93.994,4.856
1050,1050,93.994,4.856
1051,1051,93.994,4.856
1052,1052,93.994,4.856
1053,1053,93.994,4.856
1054,1054,93.994,4.856
1055,1055,93.994,4.856
1056,1056,93.994,4.856
1057,1057,93.994,4.856
1058,1058,93.994,4.856
1059,1059,93.994,4.856
1060,1060,93.994,4.856
1061,1061,93.994,4.856
1062,1062,93.994,4.856
1063,1063,93.994,4.856
1064,1064,93.994,4.856
1065,1065,93.994,4.856
1066,1066,93.994,4.856
1067,1067,93.994,4.856
1068,1068,93.994,4.856
1069,1069,93.994,4.856
1070,1070,93.994,4.856
1071,1071,93.994,4.856
1072,1072,93.994,4.856
1073,1073,93.994,4.856
1074,1074,93.994,4.856
1075,1075,93.994,4.856
1076,1076,93.994,4.856
1077,1077,93.994,4.856
1078,1078,93.994,4.856
1079,1079,93.994,4.856
1080,1080,93.994,4.856
1081,1081,93.994,4.856
1082,1082,93.994,4.856
1083,1083,93.994,4.856
1084,1084,93.994,4.856
1085,1085,93.994,4.856
1086,1086,93.994,4.856
1087,1087,93.994,4.856
1088,1088,93.994,4.856
1089,1089,93.994,4.856
1090,1090,93.994,4.856
1091,1091,93.994,4.856
1092,1092,93.994,4.856
1093,1093,93.994,4.856
1094,1094,93.994,4.856
1095,1095,93.994,4.856
1096,1096,93.994,4.856
1097,1097,93.994,4.856
1098,1098,93.994,4.856
1099,1099,93.994,4.856
1100,1100,93.994,4.856
1101,1101,93.994,4.856
1102,1102,93.994,4.856
1103,1103,93.994,4.856
1104,1104,93.994,4.856
1105,1105,93.994,4.856
1106,1106,93.994,4.856
1107,1107,93.994,4.856
1108,1108,93.994,4.856
1109,1109,93.994,4.856
1110,1110,93.994,4.856
1111,1111,93.994,4.856
1112,1112,93.994,4.856
1113,1113,93.994,4.856
1114,1114,93.994,4.856
1115,1115,93.994,4.856
1116,1116,93.994,4.856
1117,1117,93.994,4.856
1118,1118,93.994,4.856
1119,1119,93.994,4.856
1120,1120,93.994,4.856
1121,1121,93.994,4.856
1122,1122,93.994,4.856
1123,1123,93.994,4.856
1124,1124,93.994,4.856
1125,1125,93.994,4.856
1126,1126,93.994,4.856
1127,1127,93.994,4.856
1128,1128,93.994,4.856
1129,1129,93.994,4.856
1130,1130,93.994,4.856
1131,1131,93.994,4.856
1132,1132,93.994,4.856
1133,1133,93.994,4.856
1134,1134,93.994,4.856
1135,1135,93.994,4.856
1136,1136,93.994,4.856
1137,1137,93.994,4.856
1138,1138,93.994,4.856
